classification_output_accuracy,classification_output_precision,classification_output_recall,loss,segmentation_output_accuracy,segmentation_output_mean_absolute_error,segmentation_output_mean_io_u,val_classification_output_accuracy,val_classification_output_precision,val_classification_output_recall,val_loss,val_segmentation_output_accuracy,val_segmentation_output_mean_absolute_error,val_segmentation_output_mean_io_u,learning_rate
0.8476688265800476,0.9406771659851074,0.8017684817314148,0.3394773006439209,0.9730539321899414,0.042363014072179794,0.46678876876831055,0.9433497786521912,0.9520202279090881,0.9285714030265808,0.16783566772937775,0.978875458240509,0.032681431621313095,0.46491628885269165,0.0010000000474974513
0.8692122101783752,0.9513074159622192,0.8276527523994446,0.2776729166507721,0.9729119539260864,0.04264349117875099,0.4669603705406189,0.8497536778450012,0.8651399612426758,0.8374384045600891,0.3591732680797577,0.9648861289024353,0.04059811681509018,0.46525394916534424,0.0010000000474974513
0.8857716917991638,0.9533411860466003,0.8475080132484436,0.2500007152557373,0.9732475876808167,0.041972845792770386,0.467099666595459,0.935960590839386,0.9447236061096191,0.9261083602905273,0.15283125638961792,0.9754754900932312,0.0412830151617527,0.46574661135673523,0.0010000000474974513
0.897990345954895,0.9536283016204834,0.8662379384040833,0.2213214784860611,0.9733767509460449,0.04143548756837845,0.46738165616989136,0.9211822748184204,0.939393937587738,0.9162561297416687,0.21667906641960144,0.9732354879379272,0.03607882186770439,0.4658130407333374,0.0010000000474974513
0.9144694805145264,0.9554343819618225,0.8875402212142944,0.19839075207710266,0.9738125801086426,0.0407421737909317,0.46716564893722534,0.9433497786521912,0.9498746991157532,0.9334975481033325,0.1525747925043106,0.9752020835876465,0.035641368478536606,0.46512848138809204,0.0010000000474974513
